timestamp,open,high,low,close,volume
2025-07-27 03:20:00+00:00,2400.3037704174844,2400.4696181725403,2399.9917499035737,2400.3656883528697,425643
2025-07-27 03:25:00+00:00,2400.3656883528697,2400.834650421057,2398.126771254988,2399.1178417336237,344521
2025-07-27 03:30:00+00:00,2399.1178417336237,2400.2657146621978,2398.9530522830682,2400.0182210723524,252738
2025-07-27 03:35:00+00:00,2400.0182210723524,2401.2974546417972,2399.4871801353497,2401.1471727432904,245935
2025-07-27 03:40:00+00:00,2401.1471727432904,2402.696203527816,2398.7420698272003,2398.8059535656266,214821
2025-07-27 03:45:00+00:00,2398.8059535656266,2400.060065677607,2396.1303810318473,2397.2446239268115,244653
2025-07-27 03:50:00+00:00,2397.2446239268115,2397.555903360598,2396.6581594211166,2397.3978611838443,261806
2025-07-27 03:55:00+00:00,2397.3978611838443,2397.751890073747,2396.2849473848355,2397.018811495298,39957
2025-07-27 04:00:00+00:00,2397.018811495298,2397.120157620829,2396.7404165667926,2396.99867523458,73847
2025-07-27 04:05:00+00:00,2396.99867523458,2397.4758966726026,2395.4474323496624,2395.97652065361,58167
2025-07-27 04:10:00+00:00,2395.97652065361,2397.817970028043,2395.8567484490804,2397.0302607509007,492448
2025-07-27 04:15:00+00:00,2397.0302607509007,2398.7903679539286,2396.7954680374078,2397.962637440813,850942
2025-07-27 04:20:00+00:00,2397.962637440813,2398.6308264888435,2397.700494497889,2398.041808320571,18600
2025-07-27 04:25:00+00:00,2398.041808320571,2399.6405042133365,2397.470646568148,2399.3937750541195,778258
2025-07-27 04:30:00+00:00,2399.3937750541195,2400.1577303970475,2399.051478680383,2399.9547101149506,177499
2025-07-27 04:35:00+00:00,2399.9547101149506,2400.5276828206725,2398.8074030379876,2398.9238000972796,448076
2025-07-27 04:40:00+00:00,2398.9238000972796,2399.5966811446083,2398.5154733762834,2399.3661433907555,270078
2025-07-27 04:45:00+00:00,2399.3661433907555,2400.1355767932055,2397.462538730921,2398.2160638866344,687209
2025-07-27 04:50:00+00:00,2398.2160638866344,2399.817135051195,2398.0933884648525,2399.2696520628697,200735
2025-07-27 04:55:00+00:00,2399.2696520628697,2399.538773292435,2399.12513920216,2399.2097599488743,41628
2025-07-27 05:00:00+00:00,2399.2097599488743,2399.6373119336777,2398.8245940530715,2398.9880084039783,146433
2025-07-27 05:05:00+00:00,2398.9880084039783,2399.210186693263,2398.1665526354395,2398.171376523264,272571
2025-07-27 05:10:00+00:00,2398.171376523264,2400.4027976817692,2397.7711049358127,2399.637756477645,131142
2025-07-27 05:15:00+00:00,2399.637756477645,2399.8001710148,2398.9766713383337,2399.4523562503564,314183
2025-07-27 05:20:00+00:00,2399.4523562503564,2400.68912814271,2398.684382691618,2398.938535172218,152405
2025-07-27 05:25:00+00:00,2398.938535172218,2398.992415161207,2398.385882393316,2398.5161989810977,89723
2025-07-27 05:30:00+00:00,2398.5161989810977,2399.240668359179,2397.7115747112875,2399.1546600442093,54941
